,Year,District.Code,District.Name,Neighborhood.Code,Neighborhood.Name,Gender,Number
366,2015,1,Ciutat Vella,2,el Barri Gòtic,Female,1038
367,2015,1,Ciutat Vella,3,la Barceloneta,Female,746
368,2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,1250
369,2015,2,Eixample,5,el Fort Pienc,Female,1005
370,2015,2,Eixample,6,la Sagrada Família,Female,1722
371,2015,2,Eixample,7,la Dreta de l'Eixample,Female,1597
372,2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,1493
373,2015,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,1844
374,2015,2,Eixample,10,Sant Antoni,Female,1108
375,2015,3,Sants-Montjuic,11,el Poble Sec,Female,1321
376,2015,3,Sants-Montjuic,12,la Marina del Prat Vermell,Female,28
377,2015,3,Sants-Montjuic,13,la Marina de Port,Female,674
378,2015,3,Sants-Montjuic,14,la Font de la Guatlla,Female,390
379,2015,3,Sants-Montjuic,15,Hostafrancs,Female,569
380,2015,3,Sants-Montjuic,16,la Bordeta,Female,451
381,2015,3,Sants-Montjuic,17,Sants - Badal,Female,767
382,2015,3,Sants-Montjuic,18,Sants,Female,1285
383,2015,4,Les Corts,19,les Corts,Female,1099
384,2015,4,Les Corts,20,la Maternitat i Sant Ramon,Female,714
385,2015,4,Les Corts,21,Pedralbes,Female,350
386,2015,5,Sarria-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,121
387,2015,5,Sarria-Sant Gervasi,23,Sarrià,Female,608
388,2015,5,Sarria-Sant Gervasi,24,les Tres Torres,Female,396
389,2015,5,Sarria-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,642
390,2015,5,Sarria-Sant Gervasi,26,Sant Gervasi - Galvany,Female,1236
391,2015,5,Sarria-Sant Gervasi,27,el Putxet i el Farró,Female,780
392,2015,6,Gracia,28,Vallcarca i els Penitents,Female,351
393,2015,6,Gracia,29,el Coll,Female,195
394,2015,6,Gracia,30,la Salut,Female,286
395,2015,6,Gracia,31,la Vila de Gracia,Female,1895
396,2015,6,Gracia,32,el Camp d'en Grassot i Gracia Nova,Female,863
397,2015,7,Horta-Guinardo,33,el Baix Guinardó,Female,618
398,2015,7,Horta-Guinardo,34,Can Baró,Female,197
399,2015,7,Horta-Guinardo,35,el Guinardó,Female,858
400,2015,7,Horta-Guinardo,36,la Font d'en Fargues,Female,105
401,2015,7,Horta-Guinardo,37,el Carmel,Female,601
402,2015,7,Horta-Guinardo,38,la Teixonera,Female,215
403,2015,7,Horta-Guinardo,39,Sant Genís dels Agudells,Female,136
404,2015,7,Horta-Guinardo,40,Montbau,Female,110
405,2015,7,Horta-Guinardo,41,la Vall d'Hebron,Female,85
406,2015,7,Horta-Guinardo,42,la Clota,Female,8
407,2015,7,Horta-Guinardo,43,Horta,Female,507
408,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,507
409,2015,8,Nou Barris,45,Porta,Female,494
410,2015,8,Nou Barris,46,el Turó de la Peira,Female,378
411,2015,8,Nou Barris,47,Can Peguera,Female,24
412,2015,8,Nou Barris,48,la Guineueta,Female,232
413,2015,8,Nou Barris,49,Canyelles,Female,85
414,2015,8,Nou Barris,50,les Roquetes,Female,433
415,2015,8,Nou Barris,51,Verdun,Female,316
416,2015,8,Nou Barris,52,la Prosperitat,Female,564
417,2015,8,Nou Barris,53,la Trinitat Nova,Female,191
418,2015,8,Nou Barris,54,Torre Baró,Female,71
419,2015,8,Nou Barris,55,Ciutat Meridiana,Female,297
420,2015,8,Nou Barris,56,Vallbona,Female,36
421,2015,9,Sant Andreu,57,la Trinitat Vella,Female,287
422,2015,9,Sant Andreu,58,Baró de Viver,Female,49
423,2015,9,Sant Andreu,59,el Bon Pastor,Female,269
424,2015,9,Sant Andreu,60,Sant Andreu,Female,913
425,2015,9,Sant Andreu,61,la Sagrera,Female,628
426,2015,9,Sant Andreu,62,el Congrés i els Indians,Female,295
427,2015,9,Sant Andreu,63,Navas,Female,462
428,2015,10,Sant Marti,64,el Camp de l'Arpa del Clot,Female,1013
429,2015,10,Sant Marti,65,el Clot,Female,603
430,2015,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,Female,449
431,2015,10,Sant Marti,67,la Vila Olímpica del Poblenou,Female,241
432,2015,10,Sant Marti,68,el Poblenou,Female,804
433,2015,10,Sant Marti,69,Diagonal Mar i el Front Marítim del Poblenou,Female,325
434,2015,10,Sant Marti,70,el Besòs i el Maresme,Female,652
435,2015,10,Sant Marti,71,Provençals del Poblenou,Female,467
436,2015,10,Sant Marti,72,Sant Marti de Provençals,Female,463
437,2015,10,Sant Marti,73,la Verneda i la Pau,Female,564
438,2014,1,Ciutat Vella,1,el Raval,Male,2810
439,2014,1,Ciutat Vella,2,el Barri Gòtic,Male,947
440,2014,1,Ciutat Vella,3,la Barceloneta,Male,704
441,2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,1175
442,2014,2,Eixample,5,el Fort Pienc,Male,916
443,2014,2,Eixample,6,la Sagrada Família,Male,1357
444,2014,2,Eixample,7,la Dreta de l'Eixample,Male,1319
445,2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,1303
446,2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,1594
447,2014,2,Eixample,10,Sant Antoni,Male,1137
448,2014,3,Sants-Montjuic,11,el Poble Sec,Male,1467
449,2014,3,Sants-Montjuic,12,la Marina del Prat Vermell,Male,20
450,2014,3,Sants-Montjuic,13,la Marina de Port,Male,710
451,2014,3,Sants-Montjuic,14,la Font de la Guatlla,Male,293
452,2014,3,Sants-Montjuic,15,Hostafrancs,Male,544
453,2014,3,Sants-Montjuic,16,la Bordeta,Male,455
454,2014,3,Sants-Montjuic,17,Sants - Badal,Male,703
455,2014,3,Sants-Montjuic,18,Sants,Male,1222
456,2014,4,Les Corts,19,les Corts,Male,922
457,2014,4,Les Corts,20,la Maternitat i Sant Ramon,Male,682
458,2014,4,Les Corts,21,Pedralbes,Male,349
459,2014,5,Sarria-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,93
460,2014,5,Sarria-Sant Gervasi,23,Sarrià,Male,510
461,2014,5,Sarria-Sant Gervasi,24,les Tres Torres,Male,369
462,2014,5,Sarria-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,553
463,2014,5,Sarria-Sant Gervasi,26,Sant Gervasi - Galvany,Male,980
464,2014,5,Sarria-Sant Gervasi,27,el Putxet i el Farró,Male,693
465,2014,6,Gracia,28,Vallcarca i els Penitents,Male,308
466,2014,6,Gracia,29,el Coll,Male,166
467,2014,6,Gracia,30,la Salut,Male,292
468,2014,6,Gracia,31,la Vila de Gracia,Male,1511
469,2014,6,Gracia,32,el Camp d'en Grassot i Gracia Nova,Male,730
470,2014,7,Horta-Guinardo,33,el Baix Guinardó,Male,539
471,2014,7,Horta-Guinardo,34,Can Baró,Male,163
472,2014,7,Horta-Guinardo,35,el Guinardó,Male,682
473,2014,7,Horta-Guinardo,36,la Font d'en Fargues,Male,106
474,2014,7,Horta-Guinardo,37,el Carmel,Male,524
475,2014,7,Horta-Guinardo,38,la Teixonera,Male,208
476,2014,7,Horta-Guinardo,39,Sant Genís dels Agudells,Male,109
477,2014,7,Horta-Guinardo,40,Montbau,Male,83
478,2014,7,Horta-Guinardo,41,la Vall d'Hebron,Male,95
479,2014,7,Horta-Guinardo,42,la Clota,Male,9
480,2014,7,Horta-Guinardo,43,Horta,Male,467
481,2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,473
482,2014,8,Nou Barris,45,Porta,Male,488
483,2014,8,Nou Barris,46,el Turó de la Peira,Male,328
484,2014,8,Nou Barris,47,Can Peguera,Male,22
485,2014,8,Nou Barris,48,la Guineueta,Male,186
486,2014,8,Nou Barris,49,Canyelles,Male,75
487,2014,8,Nou Barris,50,les Roquetes,Male,380
488,2014,8,Nou Barris,51,Verdun,Male,275
489,2014,8,Nou Barris,52,la Prosperitat,Male,431
490,2014,8,Nou Barris,53,la Trinitat Nova,Male,184
491,2014,8,Nou Barris,54,Torre Baró,Male,78
492,2014,8,Nou Barris,55,Ciutat Meridiana,Male,356
493,2014,8,Nou Barris,56,Vallbona,Male,29
494,2014,9,Sant Andreu,57,la Trinitat Vella,Male,387
495,2014,9,Sant Andreu,58,Baró de Viver,Male,57
496,2014,9,Sant Andreu,59,el Bon Pastor,Male,320
497,2014,9,Sant Andreu,60,Sant Andreu,Male,832
498,2014,9,Sant Andreu,61,la Sagrera,Male,594
499,2014,9,Sant Andreu,62,el Congrés i els Indians,Male,272
500,2014,9,Sant Andreu,63,Navas,Male,429
501,2014,10,Sant Marti,64,el Camp de l'Arpa del Clot,Male,888
502,2014,10,Sant Marti,65,el Clot,Male,579
503,2014,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,Male,424
504,2014,10,Sant Marti,67,la Vila Olímpica del Poblenou,Male,176
505,2014,10,Sant Marti,68,el Poblenou,Male,847
506,2014,10,Sant Marti,69,Diagonal Mar i el Front Marítim del Poblenou,Male,307
507,2014,10,Sant Marti,70,el Besòs i el Maresme,Male,964
508,2014,10,Sant Marti,71,Provençals del Poblenou,Male,432
509,2014,10,Sant Marti,72,Sant Marti de Provençals,Male,468
510,2014,10,Sant Marti,73,la Verneda i la Pau,Male,534
511,2014,1,Ciutat Vella,1,el Raval,Female,1877
512,2014,1,Ciutat Vella,2,el Barri Gòtic,Female,791
513,2014,1,Ciutat Vella,3,la Barceloneta,Female,618
514,2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,1041
515,2014,2,Eixample,5,el Fort Pienc,Female,907
516,2014,2,Eixample,6,la Sagrada Família,Female,1519
517,2014,2,Eixample,7,la Dreta de l'Eixample,Female,1481
518,2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,1375
519,2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,1709
520,2014,2,Eixample,10,Sant Antoni,Female,1051
521,2014,3,Sants-Montjuic,11,el Poble Sec,Female,1199
522,2014,3,Sants-Montjuic,12,la Marina del Prat Vermell,Female,17
523,2014,3,Sants-Montjuic,13,la Marina de Port,Female,628
524,2014,3,Sants-Montjuic,14,la Font de la Guatlla,Female,280
525,2014,3,Sants-Montjuic,15,Hostafrancs,Female,535
526,2014,3,Sants-Montjuic,16,la Bordeta,Female,433
527,2014,3,Sants-Montjuic,17,Sants - Badal,Female,688
528,2014,3,Sants-Montjuic,18,Sants,Female,1203
529,2014,4,Les Corts,19,les Corts,Female,1054
530,2014,4,Les Corts,20,la Maternitat i Sant Ramon,Female,696
531,2014,4,Les Corts,21,Pedralbes,Female,328
532,2014,5,Sarria-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,110
533,2014,5,Sarria-Sant Gervasi,23,Sarrià,Female,558
534,2014,5,Sarria-Sant Gervasi,24,les Tres Torres,Female,402
535,2014,5,Sarria-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,565
536,2014,5,Sarria-Sant Gervasi,26,Sant Gervasi - Galvany,Female,1129
537,2014,5,Sarria-Sant Gervasi,27,el Putxet i el Farró,Female,710
538,2014,6,Gracia,28,Vallcarca i els Penitents,Female,328
539,2014,6,Gracia,29,el Coll,Female,186
540,2014,6,Gracia,30,la Salut,Female,302
541,2014,6,Gracia,31,la Vila de Gracia,Female,1666
542,2014,6,Gracia,32,el Camp d'en Grassot i Gracia Nova,Female,740
543,2014,7,Horta-Guinardo,33,el Baix Guinardó,Female,508
544,2014,7,Horta-Guinardo,34,Can Baró,Female,181
545,2014,7,Horta-Guinardo,35,el Guinardó,Female,730
546,2014,7,Horta-Guinardo,36,la Font d'en Fargues,Female,112
547,2014,7,Horta-Guinardo,37,el Carmel,Female,523
548,2014,7,Horta-Guinardo,38,la Teixonera,Female,216
549,2014,7,Horta-Guinardo,39,Sant Genís dels Agudells,Female,113
550,2014,7,Horta-Guinardo,40,Montbau,Female,98
551,2014,7,Horta-Guinardo,41,la Vall d'Hebron,Female,83
552,2014,7,Horta-Guinardo,42,la Clota,Female,5
553,2014,7,Horta-Guinardo,43,Horta,Female,487
554,2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,486
555,2014,8,Nou Barris,45,Porta,Female,478
556,2014,8,Nou Barris,46,el Turó de la Peira,Female,383
557,2014,8,Nou Barris,47,Can Peguera,Female,23
558,2014,8,Nou Barris,48,la Guineueta,Female,237
559,2014,8,Nou Barris,49,Canyelles,Female,70
560,2014,8,Nou Barris,50,les Roquetes,Female,422
561,2014,8,Nou Barris,51,Verdun,Female,320
562,2014,8,Nou Barris,52,la Prosperitat,Female,459
563,2014,8,Nou Barris,53,la Trinitat Nova,Female,148
564,2014,8,Nou Barris,54,Torre Baró,Female,57
565,2014,8,Nou Barris,55,Ciutat Meridiana,Female,326
566,2014,8,Nou Barris,56,Vallbona,Female,35
567,2014,9,Sant Andreu,57,la Trinitat Vella,Female,262
568,2014,9,Sant Andreu,58,Baró de Viver,Female,56
569,2014,9,Sant Andreu,59,el Bon Pastor,Female,252
570,2014,9,Sant Andreu,60,Sant Andreu,Female,892
571,2014,9,Sant Andreu,61,la Sagrera,Female,663
572,2014,9,Sant Andreu,62,el Congrés i els Indians,Female,299
573,2014,9,Sant Andreu,63,Navas,Female,460
574,2014,10,Sant Marti,64,el Camp de l'Arpa del Clot,Female,956
575,2014,10,Sant Marti,65,el Clot,Female,584
576,2014,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,Female,372
577,2014,10,Sant Marti,67,la Vila Olímpica del Poblenou,Female,190
578,2014,10,Sant Marti,68,el Poblenou,Female,730
579,2014,10,Sant Marti,69,Diagonal Mar i el Front Marítim del Poblenou,Female,302
580,2014,10,Sant Marti,70,el Besòs i el Maresme,Female,648
581,2014,10,Sant Marti,71,Provençals del Poblenou,Female,410
582,2014,10,Sant Marti,72,Sant Marti de Provençals,Female,496
583,2014,10,Sant Marti,73,la Verneda i la Pau,Female,562
584,2013,1,Ciutat Vella,1,el Raval,Male,2817
585,2013,1,Ciutat Vella,2,el Barri Gòtic,Male,921
586,2013,1,Ciutat Vella,3,la Barceloneta,Male,665
587,2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,943
588,2013,2,Eixample,5,el Fort Pienc,Male,782
589,2013,2,Eixample,6,la Sagrada Família,Male,1173
590,2013,2,Eixample,7,la Dreta de l'Eixample,Male,1103
591,2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,1200
592,2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,1477
593,2013,2,Eixample,10,Sant Antoni,Male,1002
594,2013,3,Sants-Montjuic,11,el Poble Sec,Male,1361
595,2013,3,Sants-Montjuic,12,la Marina del Prat Vermell,Male,20
596,2013,3,Sants-Montjuic,13,la Marina de Port,Male,614
597,2013,3,Sants-Montjuic,14,la Font de la Guatlla,Male,302
598,2013,3,Sants-Montjuic,15,Hostafrancs,Male,499
599,2013,3,Sants-Montjuic,16,la Bordeta,Male,437
600,2013,3,Sants-Montjuic,17,Sants - Badal,Male,686
601,2013,3,Sants-Montjuic,18,Sants,Male,1145
602,2013,4,Les Corts,19,les Corts,Male,942
603,2013,4,Les Corts,20,la Maternitat i Sant Ramon,Male,540
604,2013,4,Les Corts,21,Pedralbes,Male,316
605,2013,5,Sarria-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,74
606,2013,5,Sarria-Sant Gervasi,23,Sarrià,Male,468
607,2013,5,Sarria-Sant Gervasi,24,les Tres Torres,Male,374
608,2013,5,Sarria-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,474
609,2013,5,Sarria-Sant Gervasi,26,Sant Gervasi - Galvany,Male,828
610,2013,5,Sarria-Sant Gervasi,27,el Putxet i el Farró,Male,537
611,2013,6,Gracia,28,Vallcarca i els Penitents,Male,287
612,2013,6,Gracia,29,el Coll,Male,140
613,2013,6,Gracia,30,la Salut,Male,239
614,2013,6,Gracia,31,la Vila de Gracia,Male,1324
615,2013,6,Gracia,32,el Camp d'en Grassot i Gracia Nova,Male,622
616,2013,7,Horta-Guinardo,33,el Baix Guinardó,Male,476
617,2013,7,Horta-Guinardo,34,Can Baró,Male,165
618,2013,7,Horta-Guinardo,35,el Guinardó,Male,618
619,2013,7,Horta-Guinardo,36,la Font d'en Fargues,Male,102
620,2013,7,Horta-Guinardo,37,el Carmel,Male,574
621,2013,7,Horta-Guinardo,38,la Teixonera,Male,195
622,2013,7,Horta-Guinardo,39,Sant Genís dels Agudells,Male,120
623,2013,7,Horta-Guinardo,40,Montbau,Male,99
624,2013,7,Horta-Guinardo,41,la Vall d'Hebron,Male,88
625,2013,7,Horta-Guinardo,42,la Clota,Male,12
626,2013,7,Horta-Guinardo,43,Horta,Male,468
627,2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,438
628,2013,8,Nou Barris,45,Porta,Male,443
629,2013,8,Nou Barris,46,el Turó de la Peira,Male,351
630,2013,8,Nou Barris,47,Can Peguera,Male,49
631,2013,8,Nou Barris,48,la Guineueta,Male,177
632,2013,8,Nou Barris,49,Canyelles,Male,82
633,2013,8,Nou Barris,50,les Roquetes,Male,376
634,2013,8,Nou Barris,51,Verdun,Male,249
635,2013,8,Nou Barris,52,la Prosperitat,Male,458
636,2013,8,Nou Barris,53,la Trinitat Nova,Male,162
637,2013,8,Nou Barris,54,Torre Baró,Male,68
638,2013,8,Nou Barris,55,Ciutat Meridiana,Male,389
639,2013,8,Nou Barris,56,Vallbona,Male,21
640,2013,9,Sant Andreu,57,la Trinitat Vella,Male,387
641,2013,9,Sant Andreu,58,Baró de Viver,Male,84
642,2013,9,Sant Andreu,59,el Bon Pastor,Male,289
643,2013,9,Sant Andreu,60,Sant Andreu,Male,770
644,2013,9,Sant Andreu,61,la Sagrera,Male,550
645,2013,9,Sant Andreu,62,el Congrés i els Indians,Male,239
646,2013,9,Sant Andreu,63,Navas,Male,361
647,2013,10,Sant Marti,64,el Camp de l'Arpa del Clot,Male,829
648,2013,10,Sant Marti,65,el Clot,Male,542
649,2013,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,Male,435
650,2013,10,Sant Marti,67,la Vila Olímpica del Poblenou,Male,175
651,2013,10,Sant Marti,68,el Poblenou,Male,718
652,2013,10,Sant Marti,69,Diagonal Mar i el Front Marítim del Poblenou,Male,273
653,2013,10,Sant Marti,70,el Besòs i el Maresme,Male,894
654,2013,10,Sant Marti,71,Provençals del Poblenou,Male,370
655,2013,10,Sant Marti,72,Sant Marti de Provençals,Male,464
656,2013,10,Sant Marti,73,la Verneda i la Pau,Male,475
657,2013,1,Ciutat Vella,1,el Raval,Female,1716
658,2013,1,Ciutat Vella,2,el Barri Gòtic,Female,751
659,2013,1,Ciutat Vella,3,la Barceloneta,Female,540
660,2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,882
661,2013,2,Eixample,5,el Fort Pienc,Female,815
662,2013,2,Eixample,6,la Sagrada Família,Female,1359
663,2013,2,Eixample,7,la Dreta de l'Eixample,Female,1240
664,2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,1272
665,2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,1520
666,2013,2,Eixample,10,Sant Antoni,Female,997
667,2013,3,Sants-Montjuic,11,el Poble Sec,Female,1097
668,2013,3,Sants-Montjuic,12,la Marina del Prat Vermell,Female,17
669,2013,3,Sants-Montjuic,13,la Marina de Port,Female,600
670,2013,3,Sants-Montjuic,14,la Font de la Guatlla,Female,297
671,2013,3,Sants-Montjuic,15,Hostafrancs,Female,466
672,2013,3,Sants-Montjuic,16,la Bordeta,Female,423
673,2013,3,Sants-Montjuic,17,Sants - Badal,Female,715
674,2013,3,Sants-Montjuic,18,Sants,Female,1084
675,2013,4,Les Corts,19,les Corts,Female,973
676,2013,4,Les Corts,20,la Maternitat i Sant Ramon,Female,605
677,2013,4,Les Corts,21,Pedralbes,Female,309
678,2013,5,Sarria-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,79
679,2013,5,Sarria-Sant Gervasi,23,Sarrià,Female,527
680,2013,5,Sarria-Sant Gervasi,24,les Tres Torres,Female,370
681,2013,5,Sarria-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,547
682,2013,5,Sarria-Sant Gervasi,26,Sant Gervasi - Galvany,Female,961
683,2013,5,Sarria-Sant Gervasi,27,el Putxet i el Farró,Female,644
684,2013,6,Gracia,28,Vallcarca i els Penitents,Female,304
685,2013,6,Gracia,29,el Coll,Female,159
686,2013,6,Gracia,30,la Salut,Female,283
687,2013,6,Gracia,31,la Vila de Gracia,Female,1527
688,2013,6,Gracia,32,el Camp d'en Grassot i Gracia Nova,Female,710
689,2013,7,Horta-Guinardo,33,el Baix Guinardó,Female,519
690,2013,7,Horta-Guinardo,34,Can Baró,Female,175
691,2013,7,Horta-Guinardo,35,el Guinardó,Female,706
692,2013,7,Horta-Guinardo,36,la Font d'en Fargues,Female,105
693,2013,7,Horta-Guinardo,37,el Carmel,Female,535
694,2013,7,Horta-Guinardo,38,la Teixonera,Female,203
695,2013,7,Horta-Guinardo,39,Sant Genís dels Agudells,Female,161
696,2013,7,Horta-Guinardo,40,Montbau,Female,130
697,2013,7,Horta-Guinardo,41,la Vall d'Hebron,Female,86
698,2013,7,Horta-Guinardo,42,la Clota,Female,7
699,2013,7,Horta-Guinardo,43,Horta,Female,462
700,2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,421
701,2013,8,Nou Barris,45,Porta,Female,464
702,2013,8,Nou Barris,46,el Turó de la Peira,Female,381
703,2013,8,Nou Barris,47,Can Peguera,Female,39
704,2013,8,Nou Barris,48,la Guineueta,Female,217
705,2013,8,Nou Barris,49,Canyelles,Female,68
706,2013,8,Nou Barris,50,les Roquetes,Female,338
707,2013,8,Nou Barris,51,Verdun,Female,285
708,2013,8,Nou Barris,52,la Prosperitat,Female,469
709,2013,8,Nou Barris,53,la Trinitat Nova,Female,164
710,2013,8,Nou Barris,54,Torre Baró,Female,64
711,2013,8,Nou Barris,55,Ciutat Meridiana,Female,326
712,2013,8,Nou Barris,56,Vallbona,Female,32
713,2013,9,Sant Andreu,57,la Trinitat Vella,Female,290
714,2013,9,Sant Andreu,58,Baró de Viver,Female,77
715,2013,9,Sant Andreu,59,el Bon Pastor,Female,237
716,2013,9,Sant Andreu,60,Sant Andreu,Female,830
717,2013,9,Sant Andreu,61,la Sagrera,Female,545
718,2013,9,Sant Andreu,62,el Congrés i els Indians,Female,258
719,2013,9,Sant Andreu,63,Navas,Female,407
720,2013,10,Sant Marti,64,el Camp de l'Arpa del Clot,Female,856
721,2013,10,Sant Marti,65,el Clot,Female,539
722,2013,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,Female,404
723,2013,10,Sant Marti,67,la Vila Olímpica del Poblenou,Female,189
724,2013,10,Sant Marti,68,el Poblenou,Female,691
725,2013,10,Sant Marti,69,Diagonal Mar i el Front Marítim del Poblenou,Female,261
726,2013,10,Sant Marti,70,el Besòs i el Maresme,Female,568
727,2013,10,Sant Marti,71,Provençals del Poblenou,Female,360
728,2013,10,Sant Marti,72,Sant Marti de Provençals,Female,446
729,2013,10,Sant Marti,73,la Verneda i la Pau,Female,505
